1	0.172253
1	0.192647
1	0.167702
1	0.152266
1	0.182693
1	0.192747
1	0.243928
1	0.189445
1	0.215285
1	0.202224
1	0.176078
1	0.192523
1	0.133159
1	0.172252
1	0.141878
1	0.192567
1	0.152206
1	0.163747
1	0.163754
1	0.156307
1	0.215312
1	0.176043
1	0.202294
1	0.15838
1	0.204924
1	0.176161
1	0.202249
1	0.176124
1	0.146544
1	0.152504
1	0.204888
1	0.156473
1	0.182751
1	0.141711
1	0.146658
1	0.125419
1	0.182748
1	0.152475
1	0.163611
1	0.204885
1	0.20495
1	0.167709
1	0.193006
1	0.202299
1	0.215284
1	0.204892
1	0.152458
1	0.172224
1	0.18946
1	0.2023
1	0.17222
1	0.182731
1	0.158407
1	0.202196
1	0.215289
1	0.146567
1	0.156466
1	0.237481
1	0.17225
1	0.152081
1	0.167674
1	0.189338
1	0.141879
1	0.202292
1	0.1638
1	0.152007
1	0.189405
1	0.158422
1	0.204893
1	0.177971
1	0.204906
1	0.158431
1	0.176125
1	0.23412
1	0.182751
1	0.125399
1	0.163782
1	0.172257
1	0.192698
1	0.177997
1	0.167684
1	0.141861
1	0.215307
1	0.125043
1	0.146633
1	0.172217
1	0.167686
1	0.156354
1	0.125041
1	0.172246
1	0.182728
1	0.152249
1	0.189458
1	0.204946
1	0.192603
1	0.167709
1	0.141791
1	0.163824
1	0.176083
1	0.18946
1	0.172248
1	0.156291
1	0.146615
1	0.16382
1	0.156546
1	0.146656
1	0.141735
1	0.234913
1	0.141691
1	0.158358
1	0.133427
1	0.215299
1	0.215304
1	0.156438
1	0.176061
1	0.158432
1	0.215288
1	0.204905
1	0.141758
1	0.151728
1	0.152048
1	0.146657
1	0.202296
1	0.146649
1	0.163782
1	0.146657
1	0.133182
1	0.158377
1	0.202232
1	0.110144
1	0.202286
1	0.158427
1	0.215284
1	0.182692
1	0.125042
1	0.253915
1	0.204936
1	0.178061
1	0.177905
1	0.102897
1	0.158436
1	0.172242
1	0.15835
1	0.151799
1	0.192977
1	0.15222
1	0.158461
1	0.20223
1	0.204885
1	0.163635
1	0.146657
1	0.146554
1	0.152219
1	0.141863
1	0.204884
1	0.141874
1	0.152495
1	0.215288
1	0.15205
1	0.23574
1	0.16361
1	0.172257
1	0.202213
1	0.192686
1	0.163645
1	0.141666
1	0.133207
1	0.141772
1	0.141788
1	0.141874
1	0.177915
1	0.202299
1	0.189444
1	0.152217
1	0.125042
1	0.15632
1	0.141711
1	0.17598
1	0.192842
1	0.141871
1	0.240136
1	0.202181
1	0.158351
1	0.125043
1	0.0976734
1	0.133364
1	0.146649
1	0.176057
1	0.125237
1	0.182688
1	0.16769
1	0.13325
1	0.172252
1	0.192832
1	0.133358
1	0.202295
1	0.182682
1	0.167714
1	0.202284
1	0.146625
1	0.215312
1	0.202236
1	0.178024
1	0.167692
1	0.152119
1	0.125074
1	0.215308
1	0.152551
1	0.2023
1	0.20505
1	0.110888
1	0.133255
1	0.215304
1	0.176028
1	0.158419
1	0.17607
1	0.141879
1	0.172256
1	0.192556
1	0.182736
1	0.204886
1	0.110814
1	0.141731
1	0.175978
1	0.176007
1	0.141861
1	0.167683
1	0.158367
1	0.182714
1	0.178023
1	0.16365
1	0.14656
